source,target
送葬囚茧,933000482
断绝之悲鸣,933000483
艾露娜·赞,アルーナ・いいね
艾露娜·爱心,アルーナ・ハート
艾露娜·冲呀,アルーナ・突撃
艾露娜·宕机,アルーナ・フリーズ
艾露娜·害羞,アルーナ・照れ
艾露娜·傲娇,アルーナ・ツンデレ
艾露娜·崇拜,アルーナ・崇拝
艾露娜·又我,アルーナ・また私
艾露娜·迷惑,アルーナ・戸惑い
艾露娜·尴尬,アルーナ・気まずい
艾露娜·凝视,アルーナ・凝視
艾露娜·绝望,アルーナ・絶望
艾露娜·大哭,アルーナ・大泣き
桑乐·灵光一现,サンラク・閃き
桑乐·无语,サンラク・思考停止
桑乐·惊讶,サンラク・焦り
桑乐·生气,サンラク・怒り
桑乐·晕,サンラク・悩み
赛卡-0·冷汗,サイガ-0・汗
赛卡-0·无语,サイガ-0・ガッカリ
赛卡-0·闪闪,サイガ-0・キラキラ
赛卡-0·疑问,サイガ-0・疑問
赛卡-0·惊讶,サイガ-0・閃き
表情包解锁券01,スタンプ解放券01
表情包解锁券02,スタンプ解放券02
表情包解锁券03,スタンプ解放券03
表情包解锁券04,スタンプ解放券04
表情包解锁券05,スタンプ解放券05
表情包解锁券06,スタンプ解放券06
表情包解锁券07,スタンプ解放券07
表情包解锁券08,スタンプ解放券08
表情包解锁券09,スタンプ解放券09
表情包解锁券10,スタンプ解放券10
战场原黑仪·微恼,933036386
战场原黑仪·强势,933036387
战场原黑仪·揶揄,933036388
战场原黑仪·思忖,933036389
战场原黑仪·凝视,933036390
阿良良木历·慌乱,933036391
阿良良木历·镇定,933036415
阿良良木历·心碎,933036416
阿良良木历·剧痛,933036417
阿良良木历·嫌弃,933036418
哈比·凝视,933036419
哈比·震惊,933036420
哈比·开心,933036421
哈比·气鼓鼓,933036422
哈比·坏笑,933036423
哈比·爱心,933036424
哈比·哭泣,933036448
哈比·期待,933036449
哈比·傲娇,933036450
哈比·委屈,933036451
夏露露·镇定,933036452
夏露露·看呆,933036453
夏露露·气鼓鼓,933036454
夏露露·认真,933036455
夏露露·傲娇,933036456
夏露露·偷笑,933036457
夏露露·哭泣,933036481
夏露露·疑惑,933036482
夏露露·无奈,933036483
夏露露·亲和,933036484
家具配方：喧闹气球,家具レシピ：賑やかな風船
家具配方：被遗忘的沙堆·一,家具レシピ：忘れられた砂山・1
家具配方：被遗忘的沙堆·二,家具レシピ：忘れられた砂山・2
家具配方：被遗忘的沙堆·三,家具レシピ：忘れられた砂山・3
家具配方：橘子泳圈,家具レシピ：オレンジの浮輪
家具配方：海浪泳圈,家具レシピ：波の浮輪
家具配方：椰风泳圈,家具レシピ：ヤシの木の浮輪
家具配方：火辣泳圈,家具レシピ：情熱的な浮輪
家具配方：清凉泳圈,家具レシピ：涼しげな浮輪
家具配方：沙滩排球·夏日,家具レシピ：ビーチバレー・夏
家具配方：沙滩排球·斑斓,家具レシピ：ビーチバレー・カラフル
家具配方：沙滩排球·狂浪,家具レシピ：ビーチバレー・荒波
家具配方：冲浪板·晴之海,家具レシピ：サーフボード・晴れの海
家具配方：冲浪板·疾航,家具レシピ：サーフボード・疾走
家具配方：冲浪板·炫光,家具レシピ：サーフボード・きらめき
家具配方：闲暇点缀,家具レシピ：暇な時間の彩り
家具配方：愉悦时光,家具レシピ：楽しい時間
家具配方：欢聚的见证,家具レシピ：集いの証し
家具配方：海风留影,家具レシピ：海風の思い出
制作配方： 玩具·“雪人召唤器”,クラフトレシピ：玩具・「雪だるま召喚器」
制作配方：玩具·冰雪节幻形卡·一,クラフトレシピ：玩具・氷雪イリュージョン・一
制作配方：玩具·冰雪节幻形卡·二,クラフトレシピ：玩具・氷雪イリュージョン・二
制作配方：迟到的礼物,クラフトレシピ：遅れてきたプレゼント
制作配方：遗落的温暖,クラフトレシピ：遺された温もり
制作配方：红色惊喜,クラフトレシピ：赤いサプライズ
制作配方：金色心事,クラフトレシピ：金色の想い
制作配方：白色祝愿,クラフトレシピ：白き願い
制作配方：堆叠的心愿·一,クラフトレシピ：積み重なる願い・一
制作配方：堆叠的心愿·二,クラフトレシピ：積み重なる願い・二
制作配方：初雪之树,クラフトレシピ：初雪の木
制作配方：极光之树,クラフトレシピ：オーロラの木
制作配方：暖冬之树,クラフトレシピ：暖冬の木
制作配方：颂夜花环,クラフトレシピ：祈りの夜のリース
制作配方：祝福的点缀·一,クラフトレシピ：祝福の彩り・一
制作配方：祝福的点缀·二,クラフトレシピ：祝福の彩り・二
制作配方：摇晃雪花,クラフトレシピ：揺れる雪
制作配方：无瑕之冬,クラフトレシピ：無垢な冬
制作配方：贴贴姜饼仔,クラフトレシピ：ペタペタジンジャーマン
制作配方：驯鹿姜饼仔,クラフトレシピ：トナカイジンジャーマン
制作配方：悬挂庆典·红,クラフトレシピ：ハンギングフェス・赤
制作配方：悬挂庆典·绿,クラフトレシピ：ハンギングフェス・緑
制作配方：冬日小伙伴·一,クラフトレシピ：冬の相棒・一
制作配方：冬日小伙伴·二,クラフトレシピ：冬の相棒・二
制作配方：玩具·满贯变身·即兴,制作レシピ：玩具・満貫変身-即興
制作配方：玩具·爱心射线,製作レシピ：玩具・ラブビーム
制作配方：玩具·爱意满满,製作レシピ：玩具・愛情満点
家具配方：春照千门·其一,家具レシピ：千門を照らす光・其の一
家具配方：春照千门·其二,家具レシピ：千門を照らす光・其の二
家具配方：落笔今朝·其一,家具レシピ：今朝の筆運び・其の一
家具配方：落笔今朝·其二,家具レシピ：今朝の筆運び・其の二
家具配方：春信将至,家具レシピ：祈歳の便り
家具配方：点明烛,家具レシピ：灯火を点す
家具配方：折红琅,家具レシピ：折紅琅
家具配方：春风来,家具レシピ：祈歳の風
家具配方：锦绣千织,家具レシピ：錦繍千織
家具配方：祥云百裁,家具レシピ：祥雲百裁
家具配方：入韶光,家具レシピ：入韶光
家具配方：照流年,家具レシピ：照流年
家具配方：一袋福禄,家具レシピ：一袋の福禄
家具配方：烟花揽月,家具レシピ：月を掴む花火
家具配方：灯火映晖,家具レシピ：灯火の輝映
家具配方：盈盈元夕,家具レシピ：盈盈たる祈歳
家具配方：春意未央,家具レシピ：光意未央
家具配方：声声祈愿,家具レシピ：祈願の響き
家具配方：梢上晴雪,家具レシピ：梢の晴雪
家具配方：琳琅满枝,家具レシピ：琳琅たる満枝
家具配方：妖精尾巴·纹章旗,933072426
鲜肉·多份,生肉・複数
精制鲜肉·多份,上級生肉・複数
顶级鲜肉·多份,最高級生肉・複数
腌制羊肋排·多份,羊の塩漬けスペアリブ・複数
秘制风味腌肋排·多份,秘伝のリブマリネ・複数
鱼肉·多份,魚肉・複数
精制鱼肉·多份,上級魚肉・複数
顶级鱼肉·多份,最高級魚肉・複数
粗盐腌鱼·多份,塩漬け魚の一夜干し・複数
醇香珍味腌鱼·多份,魚の芳醇マリネ・複数
祝佑（潜影猎手·上衣）,ブレス（シャドウハンター・トップス）
祝佑（潜影猎手·下装）,ブレス（シャドウハンター・ボトムス）
祝佑（潜影猎手·手套）,ブレス（シャドウハンター・グローブ）
祝佑（潜影猎手·鞋子）,ブレス（シャドウハンター・靴）
40装等紫色装备,紫品質装備（装備Lv.40）
40装等紫色武器,紫品質武器（装備Lv.40）
40装等紫色头盔,紫品質ヘルム（装備Lv.40）
40装等紫色护甲,紫品質胴部（装備Lv.40）
40装等紫色护手,紫品質腕部（装備Lv.40）
40装等紫色鞋子,紫品質靴（装備Lv.40）
40装等紫色耳坠,紫品質耳飾り（装備Lv.40）
40装等紫色项链,紫品質首飾り（装備Lv.40）
40装等紫色戒指,紫品質指輪（装備Lv.40）
40装等紫色左手环,紫品質腕輪（装備Lv.40）-左
40装等紫色右手环,紫品質腕輪（装備Lv.40）-右
40装等紫色护符,紫品質護符（装備Lv.40）
60装等紫色装备,紫品質装備（装備Lv.60）
60装等紫色武器,紫品質武器（装備Lv.60）
60装等紫色头盔,紫品質ヘルム（装備Lv.60）
60装等紫色护甲,紫品質胴部（装備Lv.60）
60装等紫色护手,紫品質腕部（装備Lv.60）
60装等紫色鞋子,紫品質靴（装備Lv.60）
60装等紫色耳坠,紫品質耳飾り（装備Lv.60）
60装等紫色项链,紫品質首飾り（装備Lv.60）
60装等紫色戒指,紫品質指輪（装備Lv.60）
60装等紫色左手环,紫品質腕輪（装備Lv.60）-左
60装等紫色右手环,紫品質腕輪（装備Lv.60）-右
60装等紫色护符,紫品質護符（装備Lv.60）
80装等紫色装备,紫品質装備（装備Lv.80）
80装等紫色武器,紫品質武器（装備Lv.80）
80装等紫色头盔,紫品質ヘルム（装備Lv.80）
80装等紫色护甲,紫品質胴部（装備Lv.80）
80装等紫色护手,紫品質腕部（装備Lv.80）
80装等紫色鞋子,紫品質靴（装備Lv.80）
80装等紫色耳坠,紫品質耳飾り（装備Lv.80）
80装等紫色项链,紫品質首飾り（装備Lv.80）
80装等紫色戒指,紫品質指輪（装備Lv.80）
80装等紫色左手环,紫品質腕輪（装備Lv.80）-左
80装等紫色右手环,紫品質腕輪（装備Lv.80）-右
80装等紫色护符,紫品質護符（装備Lv.80）
20装等蓝色装备·低完美度,青品質装備（装備Lv.20）・低完成度
20装等蓝色装备·中完美度,青品質装備（装備Lv.20）・中完成度
20装等蓝色装备·高完美度,青品質装備（装備Lv.20）・高完成度
20装等蓝装-80以下完美度,青品質装備（装備Lv.20）-完成度80以下
20装等蓝装-100以下完美度,青品質装備（装備Lv.20）-完成度100以下
60装等装备·极,装備（装備Lv.60）・極
60装等武器·极,武器（装備Lv.60）・極
60装等头盔·极,ヘルム（装備Lv.60）・極
60装等护甲·极,胴部（装備Lv.60）・極
60装等护手·极,腕部（装備Lv.60）・極
60装等鞋子·极,靴（装備Lv.60）・極
60装等耳坠·极,耳飾り（装備Lv.60）・極
60装等项链·极,首飾り（装備Lv.60）・極
60装等戒指·极,指輪（装備Lv.60）・極
60装等左手环·极,腕輪（装備Lv.60）-左・極
60装等右手环·极,腕輪（装備Lv.60）-右・極
60装等护符·极,護符（装備Lv.60）・極
80装等装备·极,装備（装備Lv.80）・極
80装等武器·极,武器（装備Lv.80）・極
80装等头盔·极,ヘルム（装備Lv.80）・極
80装等护甲·极,胴部（装備Lv.80）・極
80装等护手·极,腕部（装備Lv.80）・極
80装等鞋子·极,靴（装備Lv.80）・極
80装等耳坠·极,耳飾り（装備Lv.80）・極
80装等项链·极,首飾り（装備Lv.80）・極
80装等戒指·极,指輪（装備Lv.80）・極
80装等左手环·极,腕輪（装備Lv.80）-左・極
80装等右手环·极,腕輪（装備Lv.80）-右・極
80装等护符·极,護符（装備Lv.80）・極
40装等装备·极,装備（装備Lv.40）・極
40装等武器·极,武器（装備Lv.40）・極
40装等头盔·极,ヘルム（装備Lv.40）・極
40装等护甲·极,胴部（装備Lv.40）・極
40装等护手·极,腕部（装備Lv.40）・極
40装等鞋子·极,靴（装備Lv.40）・極
40装等耳坠·极,耳飾り（装備Lv.40）・極
40装等项链·极,首飾り（装備Lv.40）・極
40装等戒指·极,指輪（装備Lv.40）・極
40装等左手环·极,腕輪（装備Lv.40）-左・極
40装等右手环·极,腕輪（装備Lv.40）-右・極
40装等护符·极,護符（装備Lv.40）・極
灾厄主武器外观,災厄の主の武器外観
装备,装備
头盔,ヘルム
护甲,鎧
护手,ガントレット
鞋子,靴
耳坠,耳飾り
项链,首飾り
戒指,指輪
左手环,腕輪-左
右手环,腕輪-右
护符,護符
40装等装备,装備（装備Lv.40）
多人玩法奖励,マルチプレイ報酬
120装等武器·精,武器（装備Lv.120）・精
120装等头盔·精,頭部（装備Lv.120）・精
120装等护甲·精,胴部（装備Lv.120）・精
120装等护手·精,腕部（装備Lv.120）・精
120装等鞋子·精,脚部（装備Lv.120）・精
120装等耳坠·精,耳飾り（装備Lv.120）・精
120装等项链·精,首飾り（装備Lv.120）・精
120装等戒指·精,指輪（装備Lv.120）・精
120装等左手环·精,腕輪（装備Lv.120）-左・精
120装等右手环·精,腕輪（装備Lv.120）-右・精
120装等护符·精,護符（装備Lv.120）・精
140装等武器·精,武器（装備Lv.140）・精
140装等头盔·精,頭部（装備Lv.140）・精
140装等护甲·精,胴部（装備Lv.140）・精
140装等护手·精,腕部（装備Lv.140）・精
140装等鞋子·精,脚部（装備Lv.140）・精
140装等耳坠·精,耳飾り（装備Lv.140）・精
140装等项链·精,首飾り（装備Lv.140）・精
140装等戒指·精,指輪（装備Lv.140）・精
140装等左手环·精,腕輪（装備Lv.140）-左・精
140装等右手环·精,腕輪（装備Lv.140）-右・精
140装等护符·精,護符（装備Lv.140）・精
160装等武器·精,武器（装備Lv.160）・精
160装等头盔·精,頭部（装備Lv.160）・精
160装等护甲·精,胴部（装備Lv.160）・精
160装等护手·精,腕部（装備Lv.160）・精
160装等鞋子·精,脚部（装備Lv.160）・精
160装等耳坠·精,耳飾り（装備Lv.160）・精
160装等项链·精,首飾り（装備Lv.160）・精
160装等戒指·精,指輪（装備Lv.160）・精
160装等左手环·精,腕輪（装備Lv.160）-左・精
160装等右手环·精,腕輪（装備Lv.160）-右・精
160装等护符·精,護符（装備Lv.160）・精
120装等武器·极,武器（装備Lv.120）・極
120装等头盔·极,頭部（装備Lv.120）・極
120装等护甲·极,胴部（装備Lv.120）・極
120装等护手·极,腕部（装備Lv.120）・極
120装等鞋子·极,脚部（装備Lv.120）・極
120装等耳坠·极,耳飾り（装備Lv.120）・極
120装等项链·极,首飾り（装備Lv.120）・極
120装等戒指·极,指輪（装備Lv.120）・極
120装等左手环·极,腕輪（装備Lv.120）-左・極
120装等右手环·极,腕輪（装備Lv.120）-右・極
120装等护符·极,護符（装備Lv.120）・極
140装等武器·极,武器（装備Lv.140）・極
140装等头盔·极,頭部（装備Lv.140）・極
140装等护甲·极,胴部（装備Lv.140）・極
140装等护手·极,腕部（装備Lv.140）・極
140装等鞋子·极,脚部（装備Lv.140）・極
140装等耳坠·极,耳飾り（装備Lv.140）・極
140装等项链·极,首飾り（装備Lv.140）・極
140装等戒指·极,指輪（装備Lv.140）・極
140装等左手环·极,腕輪（装備Lv.140）-左・極
140装等右手环·极,腕輪（装備Lv.140）-右・極
140装等护符·极,護符（装備Lv.140）・極
160装等武器·极,武器（装備Lv.160）・極
160装等头盔·极,頭部（装備Lv.160）・極
160装等护甲·极,胴部（装備Lv.160）・極
160装等护手·极,腕部（装備Lv.160）・極
160装等鞋子·极,脚部（装備Lv.160）・極
160装等耳坠·极,耳飾り（装備Lv.160）・極
160装等项链·极,首飾り（装備Lv.160）・極
160装等戒指·极,指輪（装備Lv.160）・極
160装等左手环·极,腕輪（装備Lv.160）-左・極
160装等右手环·极,腕輪（装備Lv.160）-右・極
160装等护符·极,護符（装備Lv.160）・極
不稳定玩法奖励,不安定モード報酬
120装等紫色装备,紫品質装備（装備Lv.120）
140装等紫色装备,紫品質装備（装備Lv.140）
160装等紫色装备,紫品質装備（装備Lv.160）
120装等装备·幻,装備（装備Lv.120）・幻
140装等装备·幻,装備（装備Lv.140）・幻
160装等装备·幻,装備（装備Lv.160）・幻
幻花梦武器外观,武器外観「幻花の夢」
120装等装备·极,装備（装備Lv.120）・極
140装等装备·极,装備（装備Lv.140）・極
160装等装备·极,装備（装備Lv.160）・極
147因子礼包预览,147因子パックプレビュー
369因子礼包预览,369因子パックプレビュー
220装等武器·精,武器（装備Lv.220）・精
220装等头盔·精,兜（装備Lv.220）・精
220装等护甲·精,鎧（装備Lv.220）・精
220装等护手·精,腕部（装備Lv.220）・精
220装等鞋子·精,脚部（装備Lv.220）・精
220装等耳坠·精,耳飾り（装備Lv.220）・精
220装等项链·精,首飾り（装備Lv.220）・精
220装等戒指·精,指輪（装備Lv.220）・精
220装等左手环·精,腕輪（装備Lv.220）-左・精
220装等右手环·精,腕輪（装備Lv.220）-右・精
220装等护符·精,護符（装備Lv.220）・精
240装等武器·精,武器（装備Lv.240）・精
240装等头盔·精,兜（装備Lv.240）・精
240装等护甲·精,鎧（装備Lv.240）・精
240装等护手·精,腕部（装備Lv.240）・精
240装等鞋子·精,脚部（装備Lv.240）・精
240装等耳坠·精,耳飾り（装備Lv.240）・精
240装等项链·精,首飾り（装備Lv.240）・精
240装等戒指·精,指輪（装備Lv.240）・精
240装等左手环·精,腕輪（装備Lv.240）-左・精
240装等右手环·精,腕輪（装備Lv.240）-右・精
240装等护符·精,護符（装備Lv.240）・精
260装等武器·精,武器（装備Lv.260）・精
260装等头盔·精,兜（装備Lv.260）・精
260装等护甲·精,鎧（装備Lv.260）・精
260装等护手·精,腕部（装備Lv.260）・精
260装等鞋子·精,脚部（装備Lv.260）・精
260装等耳坠·精,耳飾り（装備Lv.260）・精
260装等项链·精,首飾り（装備Lv.260）・精
260装等戒指·精,指輪（装備Lv.260）・精
260装等左手环·精,腕輪（装備Lv.260）-左・精
260装等右手环·精,腕輪（装備Lv.260）-右・精
260装等护符·精,護符（装備Lv.260）・精
220装等武器·极,武器（装備Lv.220）・極
220装等头盔·极,兜（装備Lv.220）・極
220装等护甲·极,鎧（装備Lv.220）・極
220装等护手·极,腕部（装備Lv.220）・極
220装等鞋子·极,脚部（装備Lv.220）・極
220装等耳坠·极,耳飾り（装備Lv.220）・極
220装等项链·极,首飾り（装備Lv.220）・極
220装等戒指·极,指輪（装備Lv.220）・極
220装等左手环·极,腕輪（装備Lv.220）-左・極
220装等右手环·极,腕輪（装備Lv.220）-右・極
220装等护符·极,護符（装備Lv.220）・極
240装等武器·极,武器（装備Lv.240）・極
240装等头盔·极,兜（装備Lv.240）・極
240装等护甲·极,鎧（装備Lv.240）・極
240装等护手·极,腕部（装備Lv.240）・極
240装等鞋子·极,脚部（装備Lv.240）・極
240装等耳坠·极,耳飾り（装備Lv.240）・極
240装等项链·极,首飾り（装備Lv.240）・極
240装等戒指·极,指輪（装備Lv.240）・極
240装等左手环·极,腕輪（装備Lv.240）-左・極
240装等右手环·极,腕輪（装備Lv.240）-右・極
240装等护符·极,護符（装備Lv.240）・極
260装等武器·极,武器（装備Lv.260）・極
260装等头盔·极,兜（装備Lv.260）・極
260装等护甲·极,鎧（装備Lv.260）・極
260装等护手·极,腕部（装備Lv.260）・極
260装等鞋子·极,脚部（装備Lv.260）・極
260装等耳坠·极,耳飾り（装備Lv.260）・極
260装等项链·极,首飾り（装備Lv.260）・極
260装等戒指·极,指輪（装備Lv.260）・極
260装等左手环·极,腕輪（装備Lv.260）-左・極
260装等右手环·极,腕輪（装備Lv.260）-右・極
260装等护符·极,護符（装備Lv.260）・極
220装等紫色装备,紫品質装備（装備Lv.220）
240装等紫色装备,紫品質装備（装備Lv.240）
260装等紫色装备,紫品質装備（装備Lv.260）
220装等装备·极,装備（装備Lv.220）・極
烬空赛季武器外观,燼空シーズン武器外観
随机追逃技能,ランダムチェイススキル
240装等装备·极,装備（装備Lv.240）・極
260装等装备·极,装備（装備Lv.260）・極
烬空回响·重铸石,1287342469
公式服套装礼盒,fr_コスプレ衣装パック
幻花异梦赛季经验,幻花異夢シーズンEXP
烬空回响赛季经验,燼空の残響シーズンEXP
赛季等级经验（第4赛季）,シーズンレベルEXP（第4シーズン）
赛季等级经验（第5赛季）,シーズンレベルEXP（第5シーズン）
2025年3月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年3月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年4月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年4月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年5月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年5月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年6月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年6月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年7月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年7月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年8月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年8月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年9月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年9月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年10月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年10月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
2025年11月典藏卡（暂时无用，留作当做道具补发月卡的道具）,2025年11月コレクションカード（当面無用。月パスアイテム配布用のアイテムとして残しておく）
锚点手记,アンカーノート
浮光的纪念章,反射光の記念メダル
某人旧日的项链,誰かの昔のネックレス
蒂娜给予的便签,ティナがくれたメモ
红果糖浆,赤い実のシロップ
蓝柑橘糖浆,ブルーシトラスのシロップ
苏打水,ソーダ水
柠檬水,レモン水
冰镇,アイスドリンク
热饮,ホットドリンク
勋章碎片,勲章の欠片
档案袋(未拆封),書類袋（未開封）
档案袋(已拆封),書類袋（開封済み）
杰克的信件,エリアスの手紙
设计师协会的邀请,デザイナー協会からの招待状
碧波钓友团的邀请,青波釣りサークルからの招待状
工匠协会的邀请,職人ギルドからの招待状
烹饪爱好者协会的邀请,料理愛好家協会からの招待状
艾露娜的信件,アルーナの手紙
身份授权书,身分証明書
双翅虫的信,ハエからの手紙
惊喜纸牌——小伊,サプライズカード──イー
惊喜纸牌——空白,サプライズカード──空白
海洋白金卡,名誉市民証
派对邀请函,パーティー招待状
手绘的寻宝图（一）,手描きの宝の地図（1）
手绘的寻宝图（二）,手描きの宝の地図（2）
昔日之影（给希尔斯的信）,過去の影（ヒルズへの手紙）
罗伊的日记本,ロイの日記帳
考察记录：暴雨将至,調査記録：暴風雨の兆し
设定阅读物,設定した読み物
熟成的紫色兜铃,熟れた紫のスズクサ
污染蟹蛛的腔囊,オセンカニクモの嚢胞
别着徽章的手记,メダル付きのノート
换防时间表,交替時間表
席德的手绘地图,シドの手描き地図
黯蓝海百合,濃紺の海百合
淡青湖水样,淡青の湖水サンプル
铁牙的獠牙,鉄牙の牙
祭祀的仪杖,司祭の杖
禁地的钥匙,禁域の鍵
老旧的信封,古い封筒
一箱星魂瓶,星魂灯1箱
橙子味糖果,オレンジ味キャンディ
珍重的海百合,大切な海百合
海风罗盘,海風コンパス
泰德给陶洛斯的信,テッドからドロシーへの手紙
金属挂坠,ペンダントトップ
眼镜,メガネ
罗盘,コンパス
锈蚀的钥匙,錆びた鍵
无名者的手记,名もなき者の手記
绯红水晶碎块,緋色鉱髄の欠片
艾露娜的信,アルーナの手紙
纳鲁鲁的日记,ナルルの日記
一箱（？）便条,1箱（？）のメモ
做了标记的地图,マークされた地図
褪色的勋章,色褪せた勲章
一包麦饼,クレープの包み
幻幻花结晶,幻花晶の結晶
日记本,日記帳
星魂瓶,星魂灯
千里镜,双眼鏡
写给艾兰的信,エイラーン宛ての手紙
质朴的原石,地味な原石
熠熠生光的宝石,光り輝く宝石
加急包裹,速達小包
迟到的誓约之戒,遅れて届いた誓いの指輪
席德的委托,シドの依頼
给艾芙琳的信,エヴリン宛ての手紙
岩蓟花种,シズカアザミの種
运输站经营特殊许可,輸送拠点運営の特別許可証
铭牌,軍籍タグ
损毁的商人手记,商人のシミだらけの手記
秘信,密書
大块石头,大きな石
中等大小的石头,中くらいの大きさの石
小块石头,小さな石
《骑士公主浪漫谭》,『騎士と王女のロマンス』
潦草的手稿,悪筆の手稿
封存的安神饴露,密封された精神安定シロップ
疗伤草药,傷を治す薬草
丹恩的信,デインの手紙
卡洛琳,カロリーヌ
深蓝色的布条,紺色の布切れ
星魂瓶盖子,星魂灯のフタ
山芥垆的通行证,春の高山ガラシ亭の通行証
《龙的诱惑》（作者亲签版）,『竜の誘惑』（作者直筆サイン版）
卷心菜项链,甘藍のペンダント
《海歌歌词集》,『海の歌集』
《长寿者的思绪集<br>-关于人生的一些赘言》,『長寿の者の思索集-人生についての与太話』
《人的使命》,『人の使命』
《阿斯特里斯旅行指南》（一）,『アステルリーズ旅行ガイド』（1）
《阿斯特里斯旅行指南》（二）,『アステルリーズ旅行ガイド』（2）
《阿斯特里斯旅行指南》（三）,『アステルリーズ旅行ガイド』（3）
《港口美食大冒险》,『港のグルメ大冒険』
《街头讲演倡议文稿集》,『街頭演説原稿集』
当你心存疑问，不妨测试一下！,迷ったときは試してみよう！
第30.472批布法利亚遗产研究费用收据,第30.472期バファリア遺産研究費用領収書
冒险者本年度任务完成率统计报告,今年度の冒険者任務達成率統計報告書
《艾露娜传奇-精装插图版》,『アルーナ伝説-豪華イラスト版』
非常超级震撼人心的大思考，第七条,超絶びっくり仰天大思考・第7条
非常超级震撼人心的大思考，第九条,超絶びっくり仰天大思考・第9条
非常超级震撼人心的大思考，第二十二条,超絶びっくり仰天大思考・第22条
非常超级震撼人心的大思考，第二十三条,超絶びっくり仰天大思考・第23条
非常超级震撼人心的大思考，第二十九条,超絶びっくり仰天大思考・第29条
非常超级震撼人心的大思考，第七十六条,超絶びっくり仰天大思考・第76条
愤愤不满的日记,不平不満の日記
《亚人图谱-哥布林篇》,『亜人図鑑-ゴブリン編』
《潮流引导者-春夏合订本》,『トレンドリーダー-春夏合併号』
《阿斯特里斯美食之旅·一》,『アステルリーズグルメ紀行・一』
今日待办,本日のタスク
一打情书,ラブレターの山
未写完的信,書きかけの手紙
勒内和阿玛多的雪球饼干配方,レネとアマドのレシピ「スノーボールクッキー」
来自妈妈的信,母親からの手紙
来自姐姐的信,姉からの手紙
写给妈妈的回信草稿,母親への返事の下書き
写给安娜的回信草稿,マルシアへの返事の下書き
棘手问题,厄介な問題
《龙的诱惑》,『竜の誘い』
迷药,睡眠薬
一把生锈的钥匙,さびた鍵
星元收集器,エングラムコレクタ
星元收集器碎片,エングラムコレクタの欠片
骨质面具,骨製マスク
战场日志,戦場日誌
泰德的信件,テッドの手紙
祭祀的骨笛,司祭の骨笛
星元收集器·核心,エングラムコレクタ・コア
纳鲁鲁的冒险笔记,ナルルの冒険ノート
《白狼》,『ホワイトウルフ』
《卡尼曼风俗考·卷一》,『カナミア風習考・第1巻』
缔结盟约之时,盟約締結の時
《卡尼曼风俗考·卷二》,『カナミア風習考・第2巻』
《卡尼曼风俗考·卷三》,『カナミア風習考・第3巻』
《卡尼曼风俗考·卷四》,『カナミア風習考・第4巻』
贾巴的信件,ジャバの手紙
白狼离去之时,ホワイトウルフの旅立ち
酋长啊，酋长,酋長よ、酋長
非常超级震撼人心的大思考，第七十七条,超絶びっくり仰天大思考・第77条
《卡尼曼风俗考·卷五》,『カナミア風習考・第5巻』
《面具的由来》,『仮面の由来』
有什么东西躲在麦田里！,麦畑に何かが隠れている！
竞选议员调查,議員選挙調査
非常超级震撼人心的大思考，第七十九条,超絶びっくり仰天大思考・第79条
明斯特霍恩旅游指南（改稿3）,ミンスターホルン旅行ガイド（改訂3）
卡尼曼抵抗者,カナミア変革派
明斯特霍恩，伤心之地,ミンスターホルン、傷心の地
《安德拉号幸存者》,『アンドラ号の生存者』
《淡青湖》,『淡青の湖水』
非常超级震撼人心的大思考，第八十一条,超絶びっくり仰天大思考・第81条
执勤记录第一页,勤務記録1ページ目
执勤记录第二页,勤務記録2ページ目
《倒下之后》,『倒れた後』
机像之谜,ゴーレムの謎
非常超级震撼人心的大思考，第八十六条,超絶びっくり仰天大思考・第86条
关于英雄草的调查,英雄草に関する調査
遗落的信件,失われた手紙
碑林维护记录,彫像メンテナンス記録
画有爱心的信件,ハートの描かれた手紙
此面向敌,こちら側を敵に向けろ
《和平协定下的阴谋》,『和平協定下の陰謀』
浸水的记录册,水に浸かった記録簿
野生龙目击报告,野生竜の目撃報告
哈特森的家书,ハートソン家の手紙
采购清单,購入リスト
《雷格纳斯猎龙者》,『惑星レグナスの竜殺し』
《独立战争编年史·卷一》,『アステルリーズ独立戦争年代記・第1巻』
无名者的日记,名もなき者の日記
卡尼曼的长老们,カナミアの長老たち
