source,target
Swift as the Wind,疾風のごとし
Gale-Impaling Spear,疾風のレインボーランス
Windbreaker,疾風ドライヴ
Windbreaker I,疾風使い・一
Windbreaker II,疾風使い・二
Turbo Granny,疾風婆や
Swift Shadow,疾風流影
Rapid Drake Cannon,疾馳竜砲
Swift Blade,疾馳鋒刃
Recovering,病み上がり
Investigate traces,痕跡を調査する
Tracking and Tracing,痕跡探し
Skinny Gang Member,痩せのギャングメンバー
Light Healing,癒しの光
Healing Breath,癒しの息吹
Healing Sands,癒しの砂
Healing Note,癒しの音符
Healing Accumulation,癒し蓄積
Healing Aromatic Lv.1,癒やしの香料G1
Healing Aromatic Lv.2,癒やしの香料G2
Healing Aromatic Lv.3,癒やしの香料G3
Luminous Body,発光体
Bioluminescent Microalgae,発光藻
Trigger Interval Reduction,発動インターバル短縮
Release Type,発動タイプ
Casting SPD,発動速度
Missile,発射物
Invent,発明
Smoke Bomb,発煙弾
Smoke Bomb Virtual Body,発煙弾ダミー
Robust Plant Stems,発達した植物の茎
Entrance,登場
Entrance 2,登場2
White Headscarf,白いスカーフ・頭飾り
White Wall,白い仕切り壁
White Wall with Trim,白い木製仕切り壁
Light White Firework,白い花火に点火する
White Pottery Jar,白い陶器のつぼ
White Rabbit Tea Party - Backwear,白うさぎのお茶会・背飾り
White Wish,白き願い
Abai Doll Backpack,白ふわぬいぐるみバッグ・背飾り
Fluffy White,白ふわ・セット
Dinner Roll,白パン
Snow Beard,白ヒゲ・唇飾り
Design for Snow Beard,白ヒゲ・唇飾りの設計図
Raw=Common=Rare=Epic=Legendary=Mythic,白品質=緑品質=青品質=紫品質＝金品質=赤品質
Alabaster Pillar - Thick,白壁の柱（太）
Alabaster Pillar - Thin,白壁の柱（細）
Prelude of White Night,白夜のプロローグ
White Night Vanguard,白夜の先遣隊
White Night Warrior,白夜の戦士
White Night Combatwear,白夜バトルスーツ・ガントレット
Awaken the Renewal of the White Wolf Totem,白狼トーテムの盟約の地を呼び覚ます
Three Dragons - Headwear,白発中・頭飾り
White Porcelain Plant,白磁の鉢植え
Dawn & Silver Rite,白銀と朝露の典礼官・ボックス
Mithril Ingot,白銀のインゴット
Mithril Open Cup,白銀のオープンカップ
Mithril Goblet,白銀のゴブレット
Mithril Ring,白銀のリング
Mithril Ring x4,白銀のリング×4
Silver Rite,白銀の典礼官・ガントレット
Mithril Plate,白銀の板
Mithril Alloy Ingot,白銀合金のインゴット
Mithril Alloy Ring,白銀合金のリング
Mithril Alloy Ring x4,白銀合金のリング×4
Mithril Alloy Plate,白銀合金の板
Mithril Ore,白銀鉱石
Monochrome Adventurer,白黒はっきりした冒険者
Majesty of Beasts,百獣の威厳・頭飾り
Precise Bait,百発百中の釣り餌
Master of Practice,百錬の賢者
Join the dance!,皆で踊ろう！
Lantern Glow,盈盈たる祈歳
Gang Member with a Heavy Steal,盗み癖の強いギャングメンバー
Eavesdropping Miner,盗み聞きしている鉱員
Catch the eavesdropper,盗み聞きをしていた者を捕まえる
Honor Among Thieves! But Not Too Much,盗人にも三分の理！……があるわけない
Bloom & Wither,盛衰の理
"""Renewal of the Pot Totem"" Postcard",盟約の地（壺トーテム）のハガキ
"""Renewal of the Wolf Totem"" Postcard",盟約の地（狼トーテム）のハガキ
"""Renewal of the Ram Totem"" Postcard",盟約の地（羊トーテム）のハガキ
"""Renewal of the Snake Totem"" Postcard",盟約の地（蛇トーテム）のハガキ
"""Renewal of the Mirror Totem"" Postcard",盟約の地（鏡トーテム）のハガキ
"""Renewal of the Bird Totem"" Postcard",盟約の地（鳥トーテム）のハガキ
Time of Forming an Alliance,盟約締結の時
Director Ee-chan,監督・イー
Supervising Priest,監督神官
Checkpoint Guard,監視所の衛兵
Watcher,監視者
Watcher's Scan,監視者スキャン
Rock Solid,盤石
"Super Mind-Blowing Little Thoughts, Article 22",目からウロコのちょっとしたアイデア No.22
"Super Mind-Blowing Little Thoughts, Article 23",目からウロコのちょっとしたアイデア No.23
"Super Mind-Blowing Little Thoughts, Article 29",目からウロコのちょっとしたアイデア No.29
"Super Mind-Blowing Little Thoughts, Article 7",目からウロコのちょっとしたアイデア No.7
"Super Mind-Blowing Little Thoughts, Article 76",目からウロコのちょっとしたアイデア No.76
"Super Mind-Blowing Little Thoughts, Article 9",目からウロコのちょっとしたアイデア No.9
Dazzle,目くらまし
Sharp-eyed Officer,目ざとい将校
Defeat the Monster in front of You,目の前のモンスターを討つ
"Max Link, No Brakes!",目指すは最大リンクのみ！
Treasure Fanatic!,目指せ！お宝
Navigation Activated I,目的地へ誘導・一
Navigation Activated VII,目的地へ誘導・七
Navigation Activated III,目的地へ誘導・三
Navigation Activated II,目的地へ誘導・二
Navigation Activated V,目的地へ誘導・五
Navigation Activated VI,目的地へ誘導・六
Navigation Activated IV,目的地へ誘導・四
Energizing Incense,目覚めの香
Awaken! Mighty Fitter!,目覚めよ！ペンチ！
Touch of Thunder Soul,目覚める雷魂
Blindfolded Man,目隠しの男
Direct DMG,直接ダメージ
Direct healing,直接回復
Themed Bundle,直接購入パック
Themed Bundle 2,直接購入パック2
Invite for Sharing Ride,相乗り招待
Apply for Sharing Ride,相乗り申請
Claim Discard,相手の牌を取る
Shield Soldier - Non-Elemental Slash - Multiplayer,盾兵-無属性斬撃-マルチダンジョン
Shield Soldier Slash - Dark Mist Multiplayer,盾兵斬撃-暗霧マルチ
Shield Strike Enhancement,盾撃強化
Shield Echo,盾残響
Shield Impact,盾衝撃
Shield Combo,盾連撃
Gloomy Merchant,眉をひそめている商人
Signboard,看板
Refresh the Board,看板更新中
Piercing Slash,看破
Head-on Charge,真っ向チャージ
Serious,真剣
Focused Man,真剣な男
Midnight Duke Rabbit,真夜中のウサギ・背飾り
Mask of Truth and Illusion,真実と幻想の仮面
Mask of Truth and Illusion - Rare,真実と幻想の仮面・極
Tidal Jewel,真珠・指輪
Tidal Jewel Box,真珠・装飾品ボックス
Resonant Chord of Truth,真理と共鳴する弦音
Great Sage of Truth,真理を超えし大賢者
Serious Nappo,真面目なナッポ
Serious hunter,真面目なハンター
Serious Clerk,真面目な係員
Stern Sergeant,真面目な士官
Serious man,真面目な男性
Sleepy Adventurer,眠そうな冒険者
A note attached to the face of a sleeping person,眠っている人の顔に貼られた紙
Sleeping Villager,眠っている村人
Sleep,眠りにつく
Slumbering Scholar,眠る学者
Eyemask,眼帯・顔飾り
Eyemask Gift - Facewear Box,眼帯・顔飾りボックス
Person in costume,着ぐるみ姿の人
Mannequin,着せ替えモデル
On fire,着火
Lullaby Potion,睡眠薬
Instant,瞬刻
Shadowflash,瞬影刀
Phantom Slash,瞬影斬
Shadow Instant Kill,瞬影殺
Vortex Strike,瞬影螺旋
Instant Slash,瞬斬
Swallow Counter,瞬桜燕
Flash Step,瞬歩
Instant Kill,瞬殺
Blink Breath,瞬間ブレス
Instant Cooling,瞬間冷却
Arrow Barrage,矢の雨
Arrow Mark,矢印・頭飾り
Design for Arrow Mark,矢印・頭飾りの設計図
Arrow Rain Acceleration,矢雨加速
Far-Famed,知れ渡る名前
Intellect,知力
Intellect=Endurance=Crit=Haste=Luck=Mastery=Versatility,知力=耐久力=会心=ファスト=幸運=器用さ=万能
Intellect Cooling,知力冷却
Intellect Ice Crystal,知力凍源
Intellect Conversion,知力変換
Intellect Boost,知力強化
Intellect Gear,知力装備・ガントレット
Sage's Gaze,知性のまなざし・顔飾り
Sage's Gaze Box,知性のまなざし・顔飾りボックス
Knowledge is Power,知識は力なり
Knowledge-seeking youth,知識を求める青年
Knowledge Convert Potion,知識転換薬
A Short Letter,短い手紙
Blazing Goblin Cutlass,短剣フレイムゴブリン
Irritable Female Civilian,短気な女平民
Grumpy Cabbage,短気な甘藍
Irritable Male Civilian,短気な男平民
Grumpy Carrier,短気な運搬員
Stone Pile,石の山
Derived Pigment - Orange,石中色素・オレンジ
Derived Pigment - Cyan,石中色素・水色
Derived Pigment - Purple,石中色素・紫
Derived Pigment - Green,石中色素・緑
Derived Pigment - Red,石中色素・赤
Derived Pigment - Blue,石中色素・青
Derived Pigment - Yellow,石中色素・黄
Petrified,石化
Petrifying Charge,石化アサルト
Stone Wall Interaction,石壁インタラクト
Info Record,石板の言伝て
Limestone,石灰岩
Raw Ore of Limestone,石灰岩の原石
Raw Ore of Quartz,石英の原石
"Stones Don't Speak, So Please Be Silent",石言わず、語ることなかれ
Go to Stonehusk Court,石骸の庭へ向かう
Sand & Time,砂と時の歌・セット
Dune Rock,砂丘の岩
Dune Rock Destination,砂丘の岩の目的地
Shattered Stone Missile,砂利弾
Stone Domain,砂塵域
Sandshroud,砂塵外套
Sandy Shelter,砂岩の加護
Sandward - Blade,砂岩の守壁・重戦刃
Sandstone Polishers,砂岩の砥石
Sandstone Lizard Spine Serum Lv.1,砂岩リザードの脊椎試薬G1
Sandstone Lizard Spine Serum Lv.2,砂岩リザードの脊椎試薬G2
Sandstone Lizard Spine Serum Lv.3,砂岩リザードの脊椎試薬G3
Sandstone Rewind,砂岩回帰
Sandgrip,砂岩握
Sandstone Shock,砂岩激震
Sandstone Revival,砂晶回復
Sand Block,砂石レジスト
Research,研究
Reach Research Level 1 - Ocean Sunfish,研究Lv.1-うたた寝マンボウ
Research Lv.1 - Azure Damsel,研究Lv.1-アオゾラスズメダイ
Research Lv.1 - Asterscad,研究Lv.1-アステルコアジ
Research Lv.1 - Astermackere,研究Lv.1-アステルマアジ
Research Lv.1 - Stellar Squirrelfish,研究Lv.1-アストラパープル
Research Lv.1 - Flaming Grouper,研究Lv.1-カエンハタ
Reach Research Level 1 - Lionfish,研究Lv.1-カンムリカサゴ
Research Lv.1 - Rockpea,研究Lv.1-クジャクカサゴ
Research Lv.1 - Snowy Bighead,研究Lv.1-スノーゴイ
Research Lv.1 - Continental Puffer,研究Lv.1-タイリクシマフグ
Reach Research Level 1 - Butterflyfish,研究Lv.1-チョウチョウウオ
Research Lv.1 - Hanikon Bighead,研究Lv.1-ハニカムゴイ
Reach Research Level 1 - Bluefin Gurnard,研究Lv.1-ミドリヒレウオ
Research Lv.1 - Lantern Puffer,研究Lv.1-ランタンフグ
Reach Research Level 1 - Ranchu,研究Lv.1-ランチュウゴイ
Research Lv.1 - Regnus Bighead,研究Lv.1-レグナスアンコウ
Research Lv.1 - Common Fish,研究Lv.1-普通の魚
Reach Research Level 1 - Icefeather Drifter,研究Lv.1-氷羽カゲロウ
Reach Research Level 1 - Betta Fish,研究Lv.1-流羽トウギョ
Research Lv.1 - Rare Fish,研究Lv.1-珍しい魚
Reach Research Level 1 - Oarfish,研究Lv.1-遠洋リュウグウノツカイ
Reach Research Level 1 - Longnose Gar,研究Lv.1-長吻ガー
Reach Research Level 2 - Ocean Sunfish,研究Lv.2-うたた寝マンボウ
Research Lv.2 - Azure Damsel,研究Lv.2-アオゾラスズメダイ
Research Lv.2 - Asterscad,研究Lv.2-アステルコアジ
Research Lv.2 - Astermackere,研究Lv.2-アステルマアジ
Research Lv.2 - Stellar Squirrelfish,研究Lv.2-アストラパープル
Research Lv.2 - Flaming Grouper,研究Lv.2-カエンハタ
Reach Research Level 2 - Lionfish,研究Lv.2-カンムリカサゴ
Research Lv.2 - Rockpea,研究Lv.2-クジャクカサゴ
Research Lv.2 - Snowy Bighead,研究Lv.2-スノーゴイ
Research Lv.2 - Continental Puffer,研究Lv.2-タイリクシマフグ
Reach Research Level 2 - Butterflyfish,研究Lv.2-チョウチョウウオ
Research Lv.2 - Hanikon Bighead,研究Lv.2-ハニカムゴイ
Reach Research Level 2 - Bluefin Gurnard,研究Lv.2-ミドリヒレウオ
Research Lv.2 - Lantern Puffer,研究Lv.2-ランタンフグ
Reach Research Level 2 - Ranchu,研究Lv.2-ランチュウゴイ
Research Lv.2 - Regnus Bighead,研究Lv.2-レグナスアンコウ
Research Lv.2 - Common Fish,研究Lv.2-普通の魚
Reach Research Level 2 - Icefeather Drifter,研究Lv.2-氷羽カゲロウ
Reach Research Level 2 - Betta Fish,研究Lv.2-流羽トウギョ
Research Lv.2 - Rare Fish,研究Lv.2-珍しい魚
Reach Research Level 2 - Oarfish,研究Lv.2-遠洋リュウグウノツカイ
Reach Research Level 2 - Longnose Gar,研究Lv.2-長吻ガー
Research Lv.3 - Asterscad,研究Lv.3-アステルコアジ
Reach Research Level 3 - Lionfish,研究Lv.3-カンムリカサゴ
Research Lv.3 - Common Fish,研究Lv.3-普通の魚
Research Lv.3 - Rare Fish,研究Lv.3-珍しい魚
Reach Research Level 4 - Ocean Sunfish,研究Lv.4-うたた寝マンボウ
Research Lv.4 - Azure Damsel,研究Lv.4-アオゾラスズメダイ
Research Lv.4 - Asterscad,研究Lv.4-アステルコアジ
Research Lv.4 - Astermackere,研究Lv.4-アステルマアジ
Research Lv.4 - Stellar Squirrelfish,研究Lv.4-アストラパープル
Research Lv.4 - Flaming Grouper,研究Lv.4-カエンハタ
Reach Research Level 4 - Lionfish,研究Lv.4-カンムリカサゴ
Research Lv.4 - Rockpea,研究Lv.4-クジャクカサゴ
Research Lv.4 - Snowy Bighead,研究Lv.4-スノーゴイ
Research Lv.4 - Continental Puffer,研究Lv.4-タイリクシマフグ
Reach Research Level 4 - Butterflyfish,研究Lv.4-チョウチョウウオ
Research Lv.4 - Hanikon Bighead,研究Lv.4-ハニカムゴイ
Reach Research Level 4 - Bluefin Gurnard,研究Lv.4-ミドリヒレウオ
Research Lv.4 - Lantern Puffer,研究Lv.4-ランタンフグ
Reach Research Level 4 - Ranchu,研究Lv.4-ランチュウゴイ
Research Lv.4 - Regnus Bighead,研究Lv.4-レグナスアンコウ
Research Lv.4 - Common Fish,研究Lv.4-普通の魚
Reach Research Level 4 - Icefeather Drifter,研究Lv.4-氷羽カゲロウ
Reach Research Level 4 - Betta Fish,研究Lv.4-流羽トウギョ
Research Lv.4 - Rare Fish,研究Lv.4-珍しい魚
Reach Research Level 4 - Oarfish,研究Lv.4-遠洋リュウグウノツカイ
Reach Research Level 4 - Longnose Gar,研究Lv.4-長吻ガー
Researcher,研究員
Boss of the Institute,研究所のボス
Research Institute Scholar,研究所の学者
Research Log,研究日誌
Dreambreaking Thorn,砕夢のトゲ
Shatter Strike,砕撃
Starfall,砕星の鉄槌
Voidburial Starblade,砕星葬滅の刃
Voidburial Starblade - Alt.,砕星葬滅の刃・改
Star Shatter,砕星衝
Star Shatter Pursuit,砕星衝追撃
Crystal Burst,砕晶雷
Shattering Strike,砕氷攻撃
Stone Fragment Tide,砕石の吸引
Artilleryman,砲兵
Battery Inscription - the Council,砲台の銘文 - 議会
Cannon Ice Block,砲撃の氷塊
Cannon Fire Corridor,砲火回廊
A torn postcard,破られたハガキ
Torn diary,破られた日記
A Torn Journal,破れかけた手記
A torn poster,破れたポスター
Damaged Logbook 1,破れた航海日誌1
Damaged Logbook 2,破れた航海日誌2
Damaged Logbook 3,破れた航海日誌3
Torn Ration Bag,破れた食料袋
Tetanus,破傷風
Meteor Annihilation,破壊の流星
Falcon Break,破壊の臣鷹
Tempestrike,破壊の風雷
Illusion-Breaking Elixir,破幻の霊薬
Break Style,破式
Damaged Golem,破損したゴーレム
Broken Starsoul Flask,破損した星魂灯
Break Slash,破斬
Daybreak Piercer,破暁貫虹槍
Daybreak Piercer - Alt.,破暁貫虹槍・改
Abandoned,破棄
Rock of Ruin,破滅の岩
End of Annihilation,破滅雷閃
Hand over the fragment,破片を渡す
Shattering Rageblow,破砕怒撃
Chrysalis Feathers,破繭の羽・背飾り
Crimson Breaker - Lionheart,破軍の槍・獅子
Breach Pursuit,破追
Break Pursuit Advancement,破追［強化］
Hard Horn,硬い獣の角
Osteo Fir,硬杉
Osteo Fir Log,硬杉の原木
Osteo Fir Lumber,硬杉材
Hard Shell Arachnocrab Baby,硬殻カニクモベビー
Hard Shell Arachnocrab Baby - Ecology,硬殻カニクモベビー-生態
Osteo Powder,硬炭粉
Osteo Powder x15,硬炭粉×15
Hard Scrap,硬質な欠片
View,確認
Magnetized wound,磁化傷
Magnetic Switch,磁気吸着スイッチ
Bulwark Forcefield,磐石の力場
Salute,礼
Polite Young Lady,礼儀正しい若い女性
Pray,祈り
Nightsong Wreath,祈りの夜のリース
Prayer Charm,祈りの護符（物理）
Tidings of Spring,祈歳の便り
Renewal Light,祈歳の光
Renewal Light Wish Coin (Bound),祈歳の光ガシャコイン（バインド）
Renewal Light Curio Box,祈歳の光・奇物ボックス
Renewal Light Vault Card,祈歳の光優待カード
Summon Festive Lantern,祈歳の灯籠召喚
Gifts of Renewal,祈歳の贈り物
Spring Wind's Arrival,祈歳の風
Renewal Store,祈歳市場
Renewal Festival,祈歳祝典
Whispered Prayers,祈願の響き
Infuse Ancestral Power,祖先の力導引
Ancestral Ash Pact​,祖霊の灰契
Ancestral Spore,祖霊の芽胞
Trail of Legacy,祖霊の道
Beginning of the Trail of Legacy,祖霊の道の始まり
Give Red Envelope,祝儀袋を渡す
Jubilee Top Hat,祝典の礼帽・頭飾り
Festival Surprise Egg,祝典サプライズ
Festival Treasure Chest,祝典宝箱
Festival Coordinator,祝典統括
Blessing,祝福
Blessed Ornament I,祝福の彩り・一
Blessed Ornament II,祝福の彩り・二
Spear of Benediction,祝福の槍
Activate,祝福の泉を開放
Goldsmith Overlord,神の金細工職人
Priest,神官
Priest Allan,神官アラン
Priest Horrace,神官ホラス
Priest Horrace Performance - Doctrine of Nothingness,神官ホラス演出-意味のない信条
Priest Horrace Performance - Forbidden Domain,神官ホラス演出-禁忌領域
Priest Horrace - Light Orb Explosion Sequence,神官ホラス連続光球爆発
Priest Stanley,神官・スタンリー
Pillar of Divinity,神懸の御柱
Postcard: Pillar of Divinity,神懸の御柱のハガキ
Illusory Bloom Under the Pillar of Divinity,神懸の御柱下の幻花晶
Postcard: Illusory Bloom Under the Pillar of Divinity,神懸の御柱下の幻花晶のハガキ
"Charlie, the Divine Warrior",神族の戦士チャーリー
Divine Tower - Scattershot,神族タワー-拡散射撃
Divine Defense Tower,神族防衛タワー
Divine Defense Tower - Field Cleanse Wave,神族防衛タワー-クリアウェーブ
Pump Proficient,神業ポンピング
Godslaying Moment (Curse),神殺しの刻（呪い）
Shrine Area,神殿エリア
Mysterious Nappo,神秘のナッポ
A mysterious note,神秘の便箋
View the Mysterious Note,神秘の便箋を確認する
Mystery Store,神秘ストア
Refresh Voucher,神秘ストア更新券
Dragon Shackles,神竜の枷
Dragon Shackles - Adept,神竜の枷・適格者
Dragon Shackles: Adept's Trial,神竜の枷：適格者試練
Sensitive Villager,神経質な村人
Sensitive Miner,神経質な鉱員
Judgment Blade - Reaper Scythe,神罰の雷刃・月鎌刀
Divine Gift,神聖なる恵み
Holy Touch,神聖なる接触
Holy Healing,神聖な治癒
Holy Baptism,神聖な洗礼
Radiant shield,神聖な盾
Holy Radiance,神聖な輝き
Ultimate Strike,神聖攻撃の極意
Divine Forest,神蔵の森
Oracle,神託
Legendary Catcher,神話の捕獲者
Godspeed,神足
Moonblade Swift,神速の月刃
Divine Concealment,神隠
Antinomy Great Sword,神魔の大剣・限定背飾り
Auspicious Clouds,祥雲百裁
The Autumn Priest,祭司
Priest's Boon,祭司からの贈り物
Priest's Tally​,祭司の備蓄計画
Ignite the Altar,祭壇点火
Find the person acquiring contraband,禁制品購入者の捜索
Contraband?!,禁制品！？
Enter the Forbidden Zone,禁域に進入する
Forbidden Key,禁域の鍵
Waters of the Forbidden Land,禁断の地の水
Time of My Existence,私のいる時間
I am a bonfire.,私はたき火
I am a chest.,私は宝箱
I am a little bee,私は小さなミツバチ
I am a tree.,私は木
I am a stone.,私は石
I am a stone chair.,私は石の椅子
I am a blade of grass.,私は草
Autumn Panel,秋色の模様層
Where All Fervor Sleeps,秘めたる激しさ
Secret Flavor Marinated Ribs,秘伝のリブマリネ
Secret Flavor Marinated Ribs (Multiple Servings),秘伝のリブマリネ・複数
Mark of the Secret Realm,秘境の印
Treasure Cluster,秘宝クラスター
Activate the Treasure Cluster,秘宝クラスターを開ける
Master of Secrecy,秘密の主
The secret escort plan,秘密の護送計画
Secret Contact,秘密の連絡係
Secret Hideout,秘密基地
Towering Ruin I,秘密探求の旅
Secret Society,秘密結社
Remedy Ring - Medic,秘薬の仙輪・医者
Order +999,秩序+999
Order-maintaining Guard,秩序を守る守備兵
Order Guardian,秩序を守る者・ガントレット
Order Guardian - Fashion Box,秩序を守る者・衣装ボックス
Title,称号
Title - Cuteness Reigns Supreme,称号 - かわいさは正義
Title - Flaming Grouper Fishing King,称号 - カエンハタ釣り王
Title - A Qualified Purr-fect Caretaker,称号 - 一人前の飼い主
Title - Far-Famed,称号 - 知れ渡る名前
Title - Goldsmith Overlord,称号 - 神の金細工職人
Title - More Than Yourself,称号 - 自分のことだけじゃない
Title - Just a Passing Fisherman,称号 - 通りすがりの釣り名人
Title - The Highest and the Greatest,称号 ・至高にして至上
Title - Bubbles of Imagination,称号–幻想のバブルに乗って
Title - 100% Yorozuya,称号・100%万事屋
Title - The Sixteenth Star,称号・16番目の星
Title - NPC Evangelist,称号・NPCの救世主
Title - S-Class Mage,称号・S級魔導士
Title - Literary Grace in Every Move,称号・​立ち振る舞いに教養あり
"Title - Got ""Best Show""",称号・「ベストパフォーマンス」
"Title - ""Best Show"" Collector",称号・「ベストパフォーマンス」常連
Title - Power Unbound,称号・「力」の先へ
Title - Guardian Unbound,称号・「守る」の先へ
Title - Support Unbound,称号・「援護」の先へ
Title - One Last Draw,称号・あともう一回だけ
Title - Trendsetter,称号・あなた色に染まりたい
Title - Destined for Greatness!,称号・いつか必ず！
"Title - Good Morning, Regnus",称号・おはよう、惑星レグナス
"Title - Good Night, Regnus",称号・おやすみ、惑星レグナス
Title - On Delivery...,称号・お使い中…
Title - I've Got My Eye on You,称号・お前を狙っているぞ
Title - The Young Lady's VIP,称号・お嬢様のVIP
Title - Treasure Hunter,称号・お宝ハンター
Title - Starting From Zero: Island Lord,称号・この島は我が物
Title - Glory Bestowed Upon Me,称号・この身に栄光の冠を
Title - Our Bond,称号・これが我々の絆だ
Title - Just a Warm-Up,称号・これはただの準備運動
"Title - Control? No, It's Love!",称号・これは支配ではない、愛だ
Title - Non-Reimbursable,称号・これは精算できません
Title - Wandering Mariner,称号・さすらいの船乗り
Title - Aiming for the Top,称号・さらなる高みへ
"Title - Goodbye, Little Monsters",称号・さらば、すべての一般エネミーたち
Title - Give It a Try,称号・ちょっとお試し
"Title - Then, Initiate the Experiment",称号・では、実験を始めよう
"Title - Anyway, Super Cute!",称号・とにかく超絶かわいい！
"Title - Hi, Uprooting in Progress",称号・どうも、収穫中です
"Title - Hi, I'll Partake Modestly",称号・どうも、少しいただきます
"Title - Hi, Digging in Progress",称号・どうも、掘削中です
"Title - Hi, Already Mining",称号・どうも、採掘中です
"Title - Good Boarlet, Best Boarlet",称号・どんな色でもウリボは最高
Title - A Round Applause,称号・ぱくっ
Title - The Unrepeatable,称号・ひと味違う
Title - That's the Lord,称号・まさにそのお方
Title - One More Lap?,称号・もう一周しようか？
"Title - Hello, First Timer",称号・ようこそ！
Title - Rookie with Respect,称号・よろしくお願いします！
Title - Azure Damsel Scholar,称号・アオゾラスズメダイ学者
Title - Azure Damsel Fishing King,称号・アオゾラスズメダイ釣り王
Title - Hydrangea Polymorphism Scholar,称号・アジサイ多様性の専門家
Title - Hydrangea Chroma Savant,称号・アジサイ色彩マスター
Title - Astermackere Scholar,称号・アステルマアジ学者
Title - Astermackere Fishing King,称号・アステルマアジ釣り王
Title - Asterleeds Star,称号・アステルリーズの星
Title - Stellar Squirrelfish Scholar,称号・アストラパープル学者
Title - Stellar Squirrelfish Fishing King,称号・アストラパープル釣り王
Title - Afro Artist,称号・アフロアーティスト
Title - Airona's Pendant,称号・アルーナのアクセサリー
Title - Prodigy of Mischief,称号・イタズラはお手の物
Title - Kitten's Love,称号・ウリボの愛
Title - Battery at 1%,称号・エネルギー残量1%
Title - Engram Candidate,称号・エングラム適合者
Title - Effortlessly Stylish!,称号・オシャレはお手のもの！
Title - Otaku Saga,称号・オタク物語
Title - Performance Overdrive,称号・オーバークロック
Title - Flaming Grouper Scholar,称号・カエンハタ学者
Title - Victory is Ours to Take,称号・カチトリタイ
Title - Kanamia Trial - Limit Breaker,称号・カナミアの試練・極限王
Title - Golden Shine!,称号・キラキラ！
Title - Trash-Game Hunter,称号・ク〇ゲーハンター
Title - The Sealed One,称号・ク「ロー」ザー
Title - Rockpea Scholar,称号・クジャクカサゴ学者​
Title - Rockpea Fishing King,称号・クジャクカサゴ釣り王
Title - Grain Devouring Overlord,称号・グッズ集めの王
Title - Gourmet Adventurer,称号・グルメ冒険家
Title - Food Pioneer!,称号・グルメ開拓者！
Title - Asterscad Scholar,称号・コアジ学者​
Title - Asterscad Fishing King,称号・コアジ釣り王
Title - Core - Ultimate Boundary,称号・コア・極限境界
Title - Esteemed Adventurer,称号・コツコツ冒険者
Title - Goblin Lair - Limit Breaker,称号・ゴブリンの巣窟・極限王
Title - Lunooooo,称号・ザックザク「ルーノ」！
Title - Green Puffer Scholar,称号・シマフグ学者
Title - Green Puffer Fishing King,称号・シマフグ釣り王
Title - Silver Badge Recipient,称号・シルバー勲章の受勲者
Title - Sync Rate: 100%,称号・シンクロ100%
Title - Sync Rate: 40%,称号・シンクロ40%
Title - Sync Rate: 60%,称号・シンクロ60%
Title - Master Gem Cutter,称号・ジェムカットマスター
Title - Star Resonance Ambassador,称号・スターレゾナンスの元気っ子
Title - Star Resonance Master,称号・スターレゾナンスの達人になる
Title - Snowy Bighead Scholar,称号・スノーゴイ学者
Title - Snowy Bighead Fishing King,称号・スノーゴイ釣り王
Title - Supercore Player,称号・スーパーコアプレイヤー
Title - Treasure-Obsessed,称号・タカラマニア
Title - Tulip Polymorphism Scholar,称号・チューリップ多様性の専門家
Title - Tulip Chroma Savant,称号・チューリップ色彩マスター
Title - A Smooth Brain,称号・ツルツルの脳
Title - Into Tina's Mindrealm,称号・ティナの精神領域へ
Title - Tina's Mindrealm - Limit Breaker,称号・ティナの精神領域・極限王
Title - Artisan Researcher,称号・テクニック研修員
Title - Art Refinement Master,称号・テクニック錬成師
Title - Artisan Pioneer,称号・テクニック開拓者
Title - Treasure Chest Monster?,称号・トレジャーハンター
Title - Kanamia Brave,称号・ナダニ
"Title - Nappo ""Protection"" Guild",称号・ナッポ「保護」協会
Title - Nappo Nappo Nappo!,称号・ナッポナッポナッポ！
Title - Owner of Meowlux❤,称号・ニャルクスのご主人様❤
"Title - Meowlux ""Shareholder""",称号・ニャルクスのサイバー株主
Title - Meowlux Experience Officer☆,称号・ニャルクス体験官☆
Title - Meowlux owner☆,称号・ニャルクス飼育員☆
Title - Meowlux Magician☆,称号・ニャルクス魔法使い☆
Title - Hanikon Bighead Scholar,称号・ハニカムゴイ学者
Title - Hanikon Bighead Fishing King,称号・ハニカムゴイ釣り王
Title - Rose Polymorphism Scholar,称号・バラ多様性の専門家
Title - Rose Chroma Savant,称号・バラ色彩マスター
Title - Performance Artist,称号・パフォーマンスアーティスト
Title - The Pure Paladin,称号・ピュアな聖騎士
"Title - Pink, Green, Golden: All Good Piggies!",称号・ピンクも緑も金もみんないいウリボ
Title- House Artisan,称号・フルオーダーメイド
Title - The Legend of Platinum,称号・プラチナの伝説
"Title - Model Enthusiast, Attack!",称号・プラモ愛好家、襲来！
Title - The Best Partner!,称号・ベストマッチ！
Title - Home Evolution,称号・ホーム進化論
Title - Boss Terminator,称号・ボスキラー
Title - Everyone's My Friend,称号・マイフレンズ
Title - Mod Maniac,称号・モジュール愛好家
Title - Mod Mastermind,称号・モジュール管理マスター
Title - Monster Slayer,称号・モンスターを狩る者
Title - Your Bunny Guide,称号・ラビッツガイド
Title - Second Stage Liberation,称号・ランク2解放
Title - Lantern Puffer Scholar,称号・ランタンフグ学者
Title - Lantern Puffer Fishing King,称号・ランタンフグ釣り王
