source,target
记忆28：明亮的净化记忆,記憶28：明るい浄化の記憶
记忆38：暗淡的征讨记忆,記憶38：暗い遠征の記憶
记忆46：明亮的征讨记忆,記憶46：明るい遠征の記憶
记忆11：暗淡的征讨记忆,記憶11：暗い遠征の記憶
记忆17：暗淡的征讨记忆,記憶17：暗い遠征の記憶
记忆35：暗淡的探索记忆,記憶35：暗い探索の記憶
记忆26：明亮的探索记忆,記憶26：明るい探索の記憶
记忆47：暗淡的探索记忆,記憶47：暗い探索の記憶
记忆10：暗淡的探索记忆,記憶10：暗い探索の記憶
记忆19：暗淡的探索记忆,記憶19：暗い探索の記憶
记忆6：暗淡的守护记忆,記憶6：暗い防衛の記憶
记忆21：暗淡的守护记忆,記憶21：暗い防衛の記憶
记忆44：暗淡的守护记忆,記憶44：暗い防衛の記憶
记忆39：明亮的守护记忆,記憶39：明るい防衛の記憶
记忆8：暗淡的治愈记忆,記憶8：暗い治癒の記憶
记忆27：暗淡的治愈记忆,記憶27：暗い治癒の記憶
记忆43：暗淡的治愈记忆,記憶43：暗い治癒の記憶
记忆37：明亮的治愈记忆,記憶37：明るい治癒の記憶
记忆5：暗淡的挑战记忆,記憶5：暗いチャレンジの記憶
记忆12：暗淡的挑战记忆,記憶12：暗いチャレンジの記憶
记忆25：暗淡的挑战记忆,記憶25：暗いチャレンジの記憶
记忆29：明亮的挑战记忆,記憶29：明るいチャレンジの記憶
记忆33：暗淡的挑战记忆,記憶33：暗いチャレンジの記憶
守护之路1：团队守护,防御の道1：パーティ防衛
守护之路10：团队守护,防御の道10：パーティ防衛
守护之路2：团队守护,防御の道2：パーティ防衛
守护之路22：团队守护,防御の道22：パーティ防衛
守护之路4：团队守护,防御の道4：パーティ防衛
守护之路13：团队守护,防御の道13：パーティ防衛
守护之路25：团队守护,防御の道25：パーティ防衛
守护之路5：职责试炼,防御の道5：役割試練
守护之路16：职责试炼,防御の道16：役割試練
守护之路7：团队守护,防御の道7：パーティ防衛
守护之路19：团队守护,防御の道19：パーティ防衛
守护之路14：团队守护,防御の道14：パーティ防衛
守护之路20：团队守护,防御の道20：パーティ防衛
守护之路8：团队守护,防御の道8：パーティ防衛
守护之路17：团队守护,防御の道17：パーティ防衛
守护之路26：团队守护,防御の道26：パーティ防衛
守护之路23：团队守护,防御の道23：パーティ防衛
守护之路29：团队守护,防御の道29：パーティ防衛
守护之路6：攻防试炼,防御の道6：攻防試練
守护之路12：攻防试炼,防御の道12：攻防試練
守护之路18：攻防试炼,防御の道18：攻防試練
守护之路24：攻防试炼,防御の道24：攻防試練
守护之路30：攻防试炼,防御の道30：攻防試練
守护之路3：攻防试炼,防御の道3：攻防試練
守护之路9：攻防试炼,防御の道9：攻防試練
守护之路15：攻防试炼,防御の道15：攻防試練
守护之路21：攻防试炼,防御の道21：攻防試練
守护之路27：攻防试炼,防御の道27：攻防試練
守护之路11：职责试炼,防御の道11：役割試練
守护之路28：职责试炼,防御の道28：役割試練
力量之路17：怪物讨伐,力の道17：モンスター討伐
力量之路10：怪物讨伐,力の道10：モンスター討伐
力量之路23：怪物讨伐,力の道23：モンスター討伐
力量之路11：怪物讨伐,力の道11：モンスター討伐
力量之路13：木桩试炼,力の道13：訓練用ダミー試練
力量之路19：木桩试炼,力の道19：訓練用ダミー試練
力量之路6：怪物讨伐,力の道6：モンスター討伐
力量之路12：怪物讨伐,力の道12：モンスター討伐
力量之路18：怪物讨伐,力の道18：モンスター討伐
力量之路24：怪物讨伐,力の道24：モンスター討伐
力量之路30：怪物讨伐,力の道30：モンスター討伐
力量之路7：怪物讨伐,力の道7：モンスター討伐
力量之路14：怪物讨伐,力の道14：モンスター討伐
力量之路8：怪物讨伐,力の道8：モンスター討伐
力量之路26：怪物讨伐,力の道26：モンスター討伐
力量之路3：木桩试炼,力の道3：訓練用ダミー試練
力量之路9：木桩试炼,力の道9：訓練用ダミー試練
力量之路15：木桩试炼,力の道15：訓練用ダミー試練
力量之路21：木桩试炼,力の道21：訓練用ダミー試練
力量之路27：木桩试炼,力の道27：訓練用ダミー試練
力量之路4：怪物讨伐,力の道4：モンスター討伐
力量之路1：怪物讨伐,力の道1：モンスター討伐
力量之路20：怪物讨伐,力の道20：モンスター討伐
力量之路2：怪物讨伐,力の道2：モンスター討伐
力量之路5：怪物讨伐,力の道5：モンスター討伐
力量之路25：怪物讨伐,力の道25：モンスター討伐
力量之路16：怪物讨伐,力の道16：モンスター討伐
力量之路28：怪物讨伐,力の道28：モンスター討伐
力量之路22：怪物讨伐,力の道22：モンスター討伐
力量之路29：怪物讨伐,力の道29：モンスター討伐
辅助之路3：团队治疗,支援の道3：パーティ回復
辅助之路6：团队治疗,支援の道6：パーティ回復
辅助之路9：团队治疗,支援の道9：パーティ回復
辅助之路12：团队治疗,支援の道12：パーティ回復
辅助之路15：团队治疗,支援の道15：パーティ回復
辅助之路18：团队治疗,支援の道18：パーティ回復
辅助之路21：团队治疗,支援の道21：パーティ回復
辅助之路24：团队治疗,支援の道24：パーティ回復
辅助之路27：团队治疗,支援の道27：パーティ回復
辅助之路30：团队治疗,支援の道30：パーティ回復
辅助之路2：团队治疗,支援の道2：パーティ回復
辅助之路10：团队治疗,支援の道10：パーティ回復
辅助之路17：团队治疗,支援の道17：パーティ回復
辅助之路25：团队治疗,支援の道25：パーティ回復
辅助之路5：团队治疗,支援の道5：パーティ回復
辅助之路14：团队治疗,支援の道14：パーティ回復
辅助之路20：团队治疗,支援の道20：パーティ回復
辅助之路29：团队治疗,支援の道29：パーティ回復
辅助之路4：团队治疗,支援の道4：パーティ回復
辅助之路11：团队治疗,支援の道11：パーティ回復
辅助之路19：团队治疗,支援の道19：パーティ回復
辅助之路23：团队治疗,支援の道23：パーティ回復
辅助之路7：团队治疗,支援の道7：パーティ回復
辅助之路16：团队治疗,支援の道16：パーティ回復
辅助之路22：团队治疗,支援の道22：パーティ回復
辅助之路28：团队治疗,支援の道28：パーティ回復
辅助之路1：团队治疗,支援の道1：パーティ回復
辅助之路8：团队治疗,支援の道8：パーティ回復
辅助之路13：团队治疗,支援の道13：パーティ回復
辅助之路26：团队治疗,支援の道26：パーティ回復
家园庭院,ホームガーデン
司第门遗迹1层,レグディニス遺跡1層
司第门遗迹2层,レグディニス遺跡2層
司第门遗迹3层,レグディニス遺跡3層
司第门遗迹4层,レグディニス遺跡4層
司第门遗迹5层,レグディニス遺跡5層
司第门遗迹6层,レグディニス遺跡6層
司第门遗迹7层,レグディニス遺跡7層
司第门遗迹8层,レグディニス遺跡8層
司第门遗迹9层,レグディニス遺跡9層
司第门遗迹10层,レグディニス遺跡10層
司第门遗迹11层,レグディニス遺跡11層
司第门遗迹12层,レグディニス遺跡12層
司第门遗迹13层,レグディニス遺跡13層
司第门遗迹14层,レグディニス遺跡14層
司第门遗迹15层,レグディニス遺跡15層
司第门遗迹16层,レグディニス遺跡16層
司第门遗迹17层,レグディニス遺跡17層
司第门遗迹18层,レグディニス遺跡18層
司第门遗迹19层,レグディニス遺跡19層
司第门遗迹20层,レグディニス遺跡20層
司第门遗迹21层,レグディニス遺跡21層
司第门遗迹22层,レグディニス遺跡22層
司第门遗迹23层,レグディニス遺跡23層
司第门遗迹24层,レグディニス遺跡24層
司第门遗迹25层,レグディニス遺跡25層
司第门遗迹26层,レグディニス遺跡26層
司第门遗迹27层,レグディニス遺跡27層
司第门遗迹28层,レグディニス遺跡28層
司第门遗迹29层,レグディニス遺跡29層
司第门遗迹30层,レグディニス遺跡30層
司第门遗迹31层,レグディニス遺跡31層
司第门遗迹32层,レグディニス遺跡32層
司第门遗迹33层,レグディニス遺跡33層
司第门遗迹34层,レグディニス遺跡34層
司第门遗迹35层,レグディニス遺跡35層
司第门遗迹36层,レグディニス遺跡36層
司第门遗迹37层,レグディニス遺跡37層
司第门遗迹38层,レグディニス遺跡38層
司第门遗迹39层,レグディニス遺跡39層
司第门遗迹40层,レグディニス遺跡40層
司第门遗迹41层,レグディニス遺跡41層
司第门遗迹42层,レグディニス遺跡42層
司第门遗迹43层,レグディニス遺跡43層
司第门遗迹44层,レグディニス遺跡44層
司第门遗迹45层,レグディニス遺跡45層
司第门遗迹46层,レグディニス遺跡46層
司第门遗迹47层,レグディニス遺跡47層
司第门遗迹48层,レグディニス遺跡48層
司第门遗迹49层,レグディニス遺跡49層
司第门遗迹50层,レグディニス遺跡50層
司第门遗迹51层,レグディニス遺跡51層
司第门遗迹52层,レグディニス遺跡52層
司第门遗迹53层,レグディニス遺跡53層
司第门遗迹54层,レグディニス遺跡54層
司第门遗迹55层,レグディニス遺跡55層
司第门遗迹56层,レグディニス遺跡56層
司第门遗迹57层,レグディニス遺跡57層
司第门遗迹58层,レグディニス遺跡58層
司第门遗迹59层,レグディニス遺跡59層
司第门遗迹60层,レグディニス遺跡60層
司第门遗迹61层,レグディニス遺跡61層
司第门遗迹62层,レグディニス遺跡62層
司第门遗迹63层,レグディニス遺跡63層
司第门遗迹64层,レグディニス遺跡64層
司第门遗迹65层,レグディニス遺跡65層
司第门遗迹66层,レグディニス遺跡66層
司第门遗迹67层,レグディニス遺跡67層
司第门遗迹68层,レグディニス遺跡68層
司第门遗迹69层,レグディニス遺跡69層
司第门遗迹70层,レグディニス遺跡70層
司第门遗迹71层,レグディニス遺跡71層
司第门遗迹72层,レグディニス遺跡72層
司第门遗迹73层,レグディニス遺跡73層
司第门遗迹74层,レグディニス遺跡74層
司第门遗迹75层,レグディニス遺跡75層
家园房屋,ホームハウス
孤岛,孤島
英雄本功能测试副本,ヒロイックダンジョン機能テストダンジョン
哥布林巢穴,ゴブリンの巣窟
卡尼曼试炼,カナミアの試練
无音之都,音無き都
荒灵祭所,荒魂の祭殿
衰败深处,衰亡の深淵
噬光牢笼,光亡き牢
青空试炼,青空の試練
废弃之地·浅疫,棄てられた地・軽汚染
废弃之地·深疫,棄てられた地・重汚染
千梦织灵,千夢織霊
沉梦林谷·简单,夢沈みの森谷・イージー
沉梦林谷·困难,夢沈みの森谷・ハード
沉梦林谷·噩梦,夢沈みの森谷・ナイトメア
空副本1,空のダンジョン1
空副本2,空のダンジョン2
Zone测试,ゾーンテスト
协会大厅,ギルドホール
小伊别盯我！,見ないでイー！
沉梦的裂隙,夢沈みの亀裂
记忆1：普通·怪物讨伐,記憶1：初級・モンスター討伐
记忆13：进阶·怪物讨伐,記憶13：中級・モンスター討伐
记忆9：普通·怪物讨伐,記憶9：初級・モンスター討伐
记忆7：普通·怪物讨伐,記憶7：初級・モンスター討伐
记忆31：普通·怪物讨伐,記憶31：初級・モンスター討伐
记忆32：普通·怪物讨伐,記憶32：初級・モンスター討伐
记忆18：普通·怪物讨伐,記憶18：初級・モンスター討伐
记忆22：普通·怪物讨伐,記憶22：初級・モンスター討伐
记忆24：普通·怪物讨伐,記憶24：初級・モンスター討伐
记忆48：普通·怪物讨伐,記憶48：初級・モンスター討伐
记忆16：普通·怪物讨伐,記憶16：初級・モンスター討伐
记忆42：普通·怪物讨伐,記憶42：初級・モンスター討伐
记忆3：进阶·强敌对决,記憶3：中級・強敵対決
记忆49：进阶·强敌对决,記憶49：中級・強敵対決
记忆23：普通·强敌对决,記憶23：初級・強敵対決
记忆15：专家·强敌对决,記憶15：上級・強敵対決
记忆50：专家·强敌对决,記憶50：上級・強敵対決
记忆30：专家·强敌对决,記憶30：上級・強敵対決
记忆45：普通·强敌对决,記憶45：初級・強敵対決
记忆40：专家·强敌对决,記憶40：上級・強敵対決
记忆2：普通·空间求生,記憶2：初級・空間サバイバル
记忆14：进阶·空间求生,記憶14：中級・空間サバイバル
记忆20：普通·空间求生,記憶20：初級・空間サバイバル
记忆36：普通·空间求生,記憶36：初級・空間サバイバル
记忆4：普通·治愈净化,記憶4：初級・治癒浄化
记忆34：普通·治愈净化,記憶34：初級・治癒浄化
记忆41：普通·治愈净化,記憶41：初級・治癒浄化
记忆28：进阶·治愈净化,記憶28：中級・治癒浄化
记忆38：普通·怪物悬赏,記憶38：初級・モンスター懸賞
记忆46：进阶·怪物悬赏,記憶46：中級・モンスター懸賞
记忆11：普通·怪物悬赏,記憶11：初級・モンスター懸賞
记忆17：普通·怪物悬赏,記憶17：初級・モンスター懸賞
记忆35：普通·领地夺取,記憶35：初級・領地奪取
记忆26：进阶·领地夺取,記憶26：中級・領地奪取
记忆47：普通·领地夺取,記憶47：初級・領地奪取
记忆10：普通·领地夺取,記憶10：初級・領地奪取
记忆19：普通·领地夺取,記憶19：初級・領地奪取
记忆6：普通·团队守护,記憶6：初級・パーティ防衛
记忆21：普通·团队守护,記憶21：初級・パーティ防衛
记忆44：普通·团队守护,記憶44：初級・パーティ防衛
记忆39：进阶·团队守护,記憶39：中級・パーティ防衛
记忆8：普通·团队辅助,記憶8：初級・パーティ支援
记忆27：普通·团队辅助,記憶27：初級・パーティ支援
记忆43：普通·团队辅助,記憶43：初級・パーティ支援
记忆37：进阶·团队辅助,記憶37：中級・パーティ支援
记忆5：普通·输出试炼,記憶5：初級・火力トライアル
记忆12：普通·输出试炼,記憶12：初級・火力トライアル
记忆25：普通·输出试炼,記憶25：初級・火力トライアル
记忆29：进阶·输出试炼,記憶29：中級・火力トライアル
记忆33：普通·输出试炼,記憶33：初級・火力トライアル
司第门遗迹100层-事件01,レグディニス遺跡100層-イベント01
灼烧,燃焼
每秒持续损失最大生命值的0.05%,毎秒最大HPの0.05%分の持続ダメージを受ける
浮瞳磁吸光环开启,フローティングアイ磁気吸着オーラ開放
浮瞳链接时表现buff,フローティングアイリンク時エフェクトバフ
浮瞳磁吸链接触发特效,フローティングアイ磁気吸着リンク発動エフェクト
恢复生命,HP回復
10秒内持续回复少量生命值。,10秒間、少量のHPを持続的に回復する。
获得冷却缩减。,リキャスト短縮効果を獲得する。
减速,スロウ
减速负面效果，移动速度减慢30%,減速のデバフ効果。移動速度-30%
攻击力提升，技能消耗能量降低，并且每次施放生命绽放可缩减治疗型专精技能剩余冷却时间。,攻撃力が上昇し、スキルが消費するエネルギーが減少する。さらにバイタルブルームを発動するたびに回復系マスタリースキルの残りリキャストが短縮される。
护盾,バリア
自然庇护护盾,ネイチャーワードバリア
共生印记,共生の印
持续10秒，造成的所有伤害为共生印记目标回复伤害量45%点生命。,持続10秒。共生の印を持つ対象のHPを、与えた全ダメージ量の45%分回復する。
寒霜,霜寒
减速30%,スロウ30%
冻结,凍結
冻结异常状态,凍結の状態異常
玄冰,玄氷
获得玄冰，持续时间结束后扣除1层,玄氷を獲得する。持続時間が終了すると1スタック消費される
"大幅提升急速, 持续回复寒冰能量",ファストが大幅にアップし、凍源が回復し続ける
下次冰风暴和冻结寒风瞬发,次のブリザードとフローズンストームが詠唱なしで発動する
锐利重置倒计时,鋭利リセットカウントダウン
锐利扣除时间,鋭利消費時間
自身力量提高，并持续回复勇气。,自身の筋力が上昇し、勇心を持続的に回復する。
免疫伤害，根据受击次数进行反击,ダメージを無効化し、受けた攻撃回数に応じて反撃する
重伤,重傷
重伤负面效果，受到的治疗效果减少50%,重傷のデバフ効果、受ける回復効果-50%
雷之印获取时总是获取最大值,雷印を獲得するとき、常に最大値を獲得する
持续回复刀意，使用消耗刀意的技能命中目标时，额外造成一次鸣雷打击。,刀意を持続的に回復し、刀意を消費するスキルが対象に命中したとき、追加で1回雷鳴撃を与える。
能量充裕,エネルギー充填
根据物理攻击力获得护盾,物理攻撃力に基づいてバリアを獲得する
岩沙缠绕,ロックコート
获得霸体,剛体を獲得
嘲讽并无敌,挑発&無敵
霸体,剛体
霸体，持续6秒。,剛体、持続6秒。
岩之守护,岩の加護
获得霸体，提升自身100%物理防御和50%最大生命值，并持续获得40怒气。,剛体を獲得し、自身の物理防御力+100%、最大HP+50%、かつ40怒りを獲得し続ける。
持续对周围造成伤害并恢复怒气和砂晶石,周囲にダメージを与え、アンガーと晶義を回復し続ける
格挡提升,レジストアップ
魔法护罩,魔法バリア
吸收魔法伤害，最多不超过生命上限的30%，持续5秒。,魔法ダメージを吸収する。最大HPの30%を上限とし、持続5秒。
格挡减伤提升，并嘲讽周围目标。,レジストによるダメージ軽減がアップし、周囲の対象を挑発する。
受到伤害降低10%,受けるダメージ-10%
光能重铸,閃心強化
特殊攻击和个别职业技能获得强化。期间光能持续减少，减少到0后退出状态。,特殊攻撃と一部のクラススキルが強化される。期間中、閃心は減少し続け、0になると状態が解除される。
持续时间内急速大幅提升，且特殊攻击冷却时间减少50%。,持続時間中、ファストが大幅にアップし、特殊攻撃のリキャスト-50%。
定身一段时间,一定時間静止
聚合乐章倍化,ハーモニックアンセム2倍化
每层使聚合乐章伤害次数+1。,1スタックごとにハーモニックアンセムのダメージ回数+1。
特殊攻击技能使用时不消耗资源,特殊攻撃スキル使用時にリソースを消費しない
普通攻击派生为猛烈挥击。,通常攻撃が猛烈なバイオレントスイングに派生する。
基于释放的专精技能，获得额外攻击/治疗效果,発動したマスタリースキルに基づき、追加の攻撃/回復効果を獲得する
物理防御提升,物理防御力アップ
神圣之触,神聖なる接触
增强自身,自身を強化する
物理防御提升，伤害减免提升，避免1次被击败，并立刻回复25%最大生命值,物理防御力、ダメージ軽減がアップする。1度だけ戦闘不能を回避し、直ちに最大HPの25%を回復する
持续时间内，对周围目标造成伤害,持続時間中に周囲の対象に与えるダメージ
持续时间内，获得基于最大生命值的伤害减免,持続期間中、最大HPに応じてダメージ軽減を獲得する
光铸屏障,光盾障壁
格挡增幅,レジストブースト
炫目,目くらまし
炫目异常状态,目くらましの状態異常
沉默,沈黙
沉默负面效果,沈黙のデバフ効果
复活无敌,無敵復活
免疫伤害,ダメージ無効化
力量封禁,力の封印
时间结束后，解放全部力量,持続時間終了後、すべての力が解放される
力量解放,力の解放
解封全部力量，湮灭一切,すべての力を解放し、すべてを消滅させる
暴击提升,会心アップ
暴击提升100%,会心+100%
每层提升5%暴击,1スタックにつき会心+5%
幸运提升,幸運アップ
幸运提升100%,幸運+100%
每层提升5%幸运,1スタックにつき幸運+5%
急速提升,ファストアップ
急速提升40%,ファスト+40%
每层提升5%急速,1スタックにつきファスト+5%
精通提升,器用さアップ
精通提升100%,器用さ+100%
每层提升5%精通,1スタックにつき器用さ+5%
决心,決意
充满决心！伤害提升5%,決意に満ち溢れる！ダメージ+5%
大师守护,マスターガーディアン
受到怪物普攻伤害降低,モンスターの通常攻撃ダメージが減少する
眩晕,スタン
眩晕异常状态，无法移动，无法释放技能,スタンの状態異常、移動・スキル使用不可
麻痹,麻痺
麻痹异常状态,麻痺の状態異常
恐惧,恐怖
恐惧异常状态,恐怖の状態異常
定身,静止
定身负面效果,スタン状態デバフ
重伤负面效果，受到的治疗效果减少100%,重傷のデバフ効果、受ける回復効果-100%
水平跳,水平ジャンプ
"获得以特殊动作向前跳跃一段距离的能力。<br>起跳落地后会出现<style=""accent-gn"">跳跃节奏条，</style>在合适的位置再次跳跃可积攒<style=""accent-gn"">恢复体力进度，进度达到满值后可大幅恢复体力</style>。","特殊アクションで前方に一定距離ジャンプする能力を獲得する。<br>ジャンプして着地した後、<style=""accent-gn"">ジャンプリズムバー</style>が表示される。適切なタイミングで再度ジャンプすると<style=""accent-gn"">ST回復ゲージが溜まり、ゲージが満タンになるとSTが大幅に回復する</style>。"
多段跳,多段ジャンプ
获得在空中额外跳跃3次的能力,空中で追加で3回ジャンプする能力を獲得する
立面跳跃,壁ジャンプ
获得靠踢墙向上纵跃的能力，靠近墙壁时使用可踢墙向上纵跃，每次跳跃会消耗一定体力。,壁を蹴って上にジャンプする能力を獲得する。壁に近づいて使用すると壁を蹴って上にジャンプでき、ジャンプするたびに一定のSTを消費する。
立面奔跑,壁走り
获得在墙体奔跑的能力。<br>跑动过程中会缓慢消耗体力。静止不动可进入挂墙状态，该状态下不会消耗体力。,壁を走る能力を獲得する。<br>走っている間はゆっくりとSTを消費する。静止すると壁に張り付いた状態になり、この状態ではSTを消費しない。
临时立面奔跑buff,臨時壁走りバフ
跃动奔跑,躍動ダッシュ
获得进入更为跃动灵巧的奔跑状态的能力，在此种奔跑状态下可使用侧身跳，遇到矮小的障碍物时会自动跨越。,よりダイナミックで軽快な走り方をする能力を獲得する。この走り方ではサイドジャンプが使用でき、低い障害物は自動的に乗り越える。
自动翻越,自動乗り越え
获得遇到部分障碍物时自动翻越的能力，不会消耗体力。,一部の障害物を自動で乗り越える能力を獲得する。STは消費しない。
异次元惩戒报名冷却,異次元の制裁エントリークールタイム
异次元惩戒报名成功后冷却150秒,異次元の制裁エントリー成功後150秒のクールタイム
虚蚀蒂娜变身-纯模型,虚蝕ティナ変身-純モデル
虚蚀蒂娜变身-怪物模板,虚蝕ティナ変身-モンスターテンプレート
虚蚀蒂娜变身-锁太刀,虚蝕ティナ変身-ロック月鎌刀
艾露娜变身-纯模型,アルーナ変身-純モデル
空中额外跳跃次数+1，消耗一定体力，最多可进行3段跳。<br>并获得免疫坠落伤害的能力。,空中での追加ジャンプ回数+1。スタミナを消費して最大3段ジャンプが可能。<br>落下ダメージを無効化する。
空中额外跳跃次数+1，消耗一定体力，最多可进行4段跳。,空中での追加ジャンプ回数+1。スタミナを消費して最大4段ジャンプが可能。
空中额外跳跃次数+1，消耗大量体力，最多可进行5段跳。,空中での追加ジャンプ回数+1。スタミナを消費して最大5段ジャンプが可能。
团结之力,団結の力
提升25%的伤害,ダメージ+25%
破甲,アーマーブレイク
减少1000物理防御,物理防御力-1000
持续回复生命值,HP持続回復
在聚光灯下展示你的完美姿态，再次按下闪耀姿态技能可以结束表演,スポットライトの下で完璧なポーズを披露する。再びシャイニンポーズスキル押すと、パフォーマンスを終了する
休息一下，看看风景吧,ひと休みして風景でも眺めよう
幸运·红心,幸運・ハート
你的移形把戏技能将恢复1层充能,シフトトリックのチャージを1スタック回復する
幸运·黑桃,幸運・スペード
你的下一次移形把戏将移动更远,次に使用するシフトトリックの移動距離が延びる
幸运·方块,幸運・ダイヤ
持续时间内移形把戏技能冷却速度提升,持続時間中、シフトトリックのリキャスト速度がアップする
幸运·梅花,幸運・クラブ
持续时间内获得移动速度提升,持続時間中、移動速度がアップする
洒落花瓣与闪光，娜宝献出春的礼赞,花びらと光を散らし、ナッポが春の賛美を捧げる
暗蚀,黒蝕
每层每秒造成1%最大生命值的伤害,1スタックにつき毎秒最大HPの1%分のダメージを受ける
攻击力降低,攻撃力低下
攻击力下降50%,攻撃力-50%
虚蚀强化,虚蝕強化
每层提高4%暴击和5%移速,1スタックにつき会心+4%、移動速度+5%
每层提高2%暴击和3%移速,1スタックにつき会心+2%、移動速度+3%
每层提高20%急速和30%移速,1スタックにつきファスト+20%、移動速度+30%
每层提高10%急速和30%移速,1スタックにつきファスト+10%、移動速度+30%
每层提高20%精通和30%移速,1スタックにつき器用さ+20%、移動速度+30%
每层提高10%精通和30%移速,1スタックにつき器用さ+10%、移動速度+30%
每层提高3%全能,1スタックにつき万能+3%
虚蚀撕裂,虚蝕烈破
物理、魔法的防御下降5%,物理/魔法防御力-5%
散逸能量强化,散逸エネルギー強化
每层提高20%全能和30%移速,1スタックにつき万能+20%、移動速度+30%
每层提高10%全能和30%移速,1スタックにつき万能+10%、移動速度+30%
虚蚀之赐,虚蝕からの賜物
已获得虚蚀战利品，在副本通关结算时能获取特殊战利品奖励！,虚蝕戦利品を獲得しました。ダンジョンのクリア評価時に特殊戦利品報酬を獲得できます！
步履蹒跚,千鳥足
被虚蚀之力影响，减速75%,虚蝕の力の影響を受け、75%スロウ
撕裂,烈破
被虚蚀之力影响，防御力下降50%,虚蝕の力の影響を受け、防御力-50%
虚蚀光环强化,虚蝕オーラ強化
每层提高25%伤害和10%减伤,1スタックにつきダメージ+25%、ダメージ軽減+10%
宝藏晶簇,秘宝クラスター
已获得娜宝的宝藏晶簇，通关时能获得特殊的战利品奖励！,ナッポの秘宝クラスターを獲得している場合、クリア時に特殊戦利品を獲得できる。
理智之心,理性の心
攻击力提高20%，暴击提高10%,攻撃力+20%、会心+10%
迷失,行方不明
无法再次进入溺梦之地,夢溺の地に再び入ることができない
幻梦诅咒,幻夢の呪い
被娜宝能量命中，降低移速,ナッポエネルギーが命中して、移動速度が低下する
梦幻之力,夢幻の力
每1点幻梦强度，可使造成的伤害增加0.12%（最高100%）,幻夢強度1ptにつき、与えるダメージ+0.12%（最大100%まで）
冻伤,凍傷
每层减速10%,1スタックにつき10%スロウ
赤火印记,赤火の刻印
带有赤火印记期间，再次收到赤火印记技能会引爆高额伤害。,赤火の刻印の有効中、再び赤火の刻印スキルを受けると、高ダメージが発生する。
双子的火种,ツインマキナの火種
双子在你身上种下火种，降低防御，10层后生成一片火焰之地,ツインマキナに火種を付与され、防御力がダウン。10スタックになるとフレイムゾーンを生成する
核弹倒计时,大型爆弾カウントダウン
巨像准备核弹中，对全场造成致命打击，炮击头部后可消除,巨像は大型爆弾の準備中、フィールド全体に致命的な攻撃を与える。頭部を砲撃するとキャンセル可能
持续期间内，移动速度减缓，且无法使用闪避,有効中、移動速度がダウンし、回避を使用できない
易伤,脆弱
受到的伤害增加,受けるダメージが増加する
风元素易伤,風属性脆弱
蜂毒,ミーン毒
减速25%,25%スロウ
星元异常,エングラム異常
星元流动受到附近的装置影响，你的潜能暂时无法使用。,エングラムの流れが近くの装置の影響を受け、潜在能力が一時的に使用できなくなる。
电磁易伤,電磁脆弱
受到的激光伤害提高,受けるレーザーダメージがアップする
减伤,ダメージ軽減
次元腐蚀,次元腐食
持续受到伤害,持続的にダメージを受ける
次元毁灭倒计时,次元滅亡カウントダウン
时间结束后，一切归于虚无......,時間が終わると、すべてが虚無に帰す……
磁化伤口,磁化傷
受到的治疗效果减少50%,受ける回復効果-50%
灼热伤痕,灼熱の傷痕
每层灼热伤痕叠加易伤,1スタックにつき脆弱が累積される
烈焰余波,烈火の余波
每秒持续损失生命值,毎秒HPが持続的に減少する
灼热熔泥,灼熱の溶岩
沾上了融化的钢铁，会定时在脚下生成炙热区域,溶けた鋼鉄が付着し、足元に定期的に灼熱エリアを生成する
次元适应,次元適応
你被想象次元排斥着，即将回到现实次元,イマジン次元に拒絶され、現実次元に戻されようとしている
次元排斥,次元拒絶
想象次元拒绝了你,イマジン次元に拒絶された
黑暗之触,暗黒の接触
在黑暗中待得越久，损失的生命越多，攻击力越低,暗闇に長くいるほど、失うHPが多くなり、攻撃力が低下する
净化定身,静止浄化
阳炎连线,陽炎接続
被阳炎连线标记了,陽炎接続にマークされた。
月影连线,月影接続
被月影连线标记了,宵月接続にマークされた。
王之庇护,王の庇護
伤害立减90%！！,ダメージ-90%！！
阳炎印记,陽炎の刻印
阳炎的普攻与范围伤害对你增加，每层5%。受到月影普攻与范围攻击消除。,陽炎から受ける通常攻撃および範囲ダメージが1スタックにつき5%増加。月影の通常攻撃または範囲攻撃を受けると解除。
月影印记,月影の刻印
月影的普攻与范围伤害对你增加，每层5%。受到阳炎普攻与范围攻击消除。,宵月から受ける通常攻撃および範囲ダメージが1スタックにつき5%増加。陽炎の通常攻撃または範囲攻撃を受けると解除。
你正在搬运遗迹装置，注意躲避石傀的强力攻击！,遺跡の装置の運搬中。ゴーレムの強力な攻撃を回避しよう！
电能震慑,電気ショック
遗迹装置受到攻击启动了防卫系统，期间持续受到伤害,遺跡の装置が攻撃を受け、防衛システムが起動。起動中はダメージを受け続ける
幻花之力,幻花の力
寄生于残骸中的幻花之力开始躁动，每层效果提高幻花的陈骸40%的造成伤害，并减少25%所受伤害,死骸に寄生する幻花の力が動き出した。効果1スタックにつき幻花の残骸の与えるダメージ+40%、受けるダメージ-25%
幻灭,幻滅
幻幻花对你造成了会心一击,幻花晶から会心の一撃を受ける
碎裂,スマッシュ
石骸的攻击使你护甲破碎，期间受到的普通攻击的伤害大幅增加,石骸の攻撃は鎧を粉砕する。有効中は受ける通常攻撃ダメージが大幅にアップする
元素溢流,属性オーバーフロー
